proposal_label,augmentation_design_id,augmentation_design_index,intended_split,intended_region,adjacent_search_k,altitude_km,civilian_count,configured_satellite_count,duration_minutes,epoch_iso,government_count,ground_service_threshold,ground_station_failure_probability,inclination_deg,isl_policy,max_inter_plane_links_per_sat,max_isl_distance_km,military_count,minimum_elevation_deg,near_neighbor_control_status,num_planes,orbital_engine,phasing_factor,proposal_status,realizations_per_design,run_identity_template,satellite_edge_failure_probability,satellite_failure_model,satellite_node_failure_probability,sats_per_plane,seed_status,simulation_authorized,space_gcc_threshold,step_seconds,total_ground_station_count
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D010,10,train,resilient_core,1,1117.1514543630892,6,48,10,2000-01-01T12:00:00+00:00,12,0.80000000000000004,0.032246740220661985,86.282848545636909,grid_fixed,1,10000,12,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D010-R00..R04,0.038164493480441326,persistent_temporal_union_edges_v1,0.0040120361083249749,8,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D011,11,train,resilient_core,1,982.3470411233701,14,48,10,2000-01-01T12:00:00+00:00,7,0.80000000000000004,0.0033600802407221667,67.217652958876627,grid_fixed,1,10000,14,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D011-R00..R04,0.018906720160481446,persistent_temporal_union_edges_v1,0.015285857572718154,8,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D012,12,train,resilient_core,1,1197.542627883651,8,48,10,2000-01-01T12:00:00+00:00,6,0.80000000000000004,0.02447342026078235,81.152457372116345,grid_fixed,1,10000,6,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D012-R00..R04,0.049648946840521568,persistent_temporal_union_edges_v1,0.026559679037111334,8,NOT_ISSUED,False,0.80000000000000004,60,20
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D013,13,train,resilient_core,1,1062.7382146439318,7,48,10,2000-01-01T12:00:00+00:00,11,0.80000000000000004,0.045586760280842527,95.087261785356063,grid_fixed,1,10000,7,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D013-R00..R04,0.030391173520561688,persistent_temporal_union_edges_v1,0.037833500501504518,8,NOT_ISSUED,False,0.80000000000000004,60,25
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D014,14,train,resilient_core,1,927.93380140421266,9,48,10,2000-01-01T12:00:00+00:00,9,0.80000000000000004,0.016700100300902711,76.02206619859578,grid_fixed,1,10000,12,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D014-R00..R04,0.011133400200601806,persistent_temporal_union_edges_v1,0.0091073219658976932,8,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D015,15,train,resilient_core,1,1143.1293881644935,17,48,10,2000-01-01T12:00:00+00:00,11,0.80000000000000004,0.037813440320962892,89.956870611835512,grid_fixed,1,10000,7,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D015-R00..R04,0.041875626880641927,persistent_temporal_union_edges_v1,0.020381143430290873,8,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D016,16,train,resilient_core,1,1008.3249749247743,4,48,10,2000-01-01T12:00:00+00:00,8,0.80000000000000004,0.0089267803410230696,70.89167502507523,grid_fixed,1,10000,8,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D016-R00..R04,0.02261785356068205,persistent_temporal_union_edges_v1,0.03165496489468405,8,NOT_ISSUED,False,0.80000000000000004,60,20
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D017,17,train,resilient_core,1,873.52056168505521,10,48,10,2000-01-01T12:00:00+00:00,5,0.80000000000000004,0.03004012036108325,84.826479438314948,grid_fixed,1,10000,10,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D017-R00..R04,0.0033600802407221667,persistent_temporal_union_edges_v1,0.002928786359077232,8,NOT_ISSUED,False,0.80000000000000004,60,25
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D018,18,train,resilient_core,1,1088.7161484453361,12,48,10,2000-01-01T12:00:00+00:00,9,0.80000000000000004,0.0011534603811434302,65.761283851554666,grid_fixed,1,10000,9,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D018-R00..R04,0.034102306920762292,persistent_temporal_union_edges_v1,0.014202607823470412,8,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D019,19,train,resilient_core,1,953.91173520561688,10,48,10,2000-01-01T12:00:00+00:00,14,0.80000000000000004,0.022266800401203612,79.696088264794383,grid_fixed,1,10000,11,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D019-R00..R04,0.014844533600802408,persistent_temporal_union_edges_v1,0.025476429287863592,8,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D020,20,train,resilient_core,1,1169.1073219658977,6,48,10,2000-01-01T12:00:00+00:00,6,0.80000000000000004,0.043380140421263792,93.630892678034101,grid_fixed,1,10000,8,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D020-R00..R04,0.045586760280842527,persistent_temporal_union_edges_v1,0.036750250752256769,8,NOT_ISSUED,False,0.80000000000000004,60,20
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D021,21,train,resilient_core,1,1034.3029087261784,13,48,10,2000-01-01T12:00:00+00:00,7,0.80000000000000004,0.014493480441323973,74.565697091273819,grid_fixed,1,10000,5,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D021-R00..R04,0.02632898696088265,persistent_temporal_union_edges_v1,0.0080240722166499499,8,NOT_ISSUED,False,0.80000000000000004,60,25
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D022,22,train,resilient_core,1,899.49849548645943,6,48,10,2000-01-01T12:00:00+00:00,12,0.80000000000000004,0.035606820461384157,88.500501504513537,grid_fixed,1,10000,12,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D022-R00..R04,0.0070712136409227695,persistent_temporal_union_edges_v1,0.019297893681043132,8,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D023,23,train,resilient_core,1,1114.6940822467402,14,48,10,2000-01-01T12:00:00+00:00,7,0.80000000000000004,0.0067201604814443334,69.435305917753254,grid_fixed,1,10000,14,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D023-R00..R04,0.037813440320962892,persistent_temporal_union_edges_v1,0.030571715145436308,8,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D024,24,validation,resilient_core,1,979.8896690070211,8,48,10,2000-01-01T12:00:00+00:00,6,0.80000000000000004,0.027833500501504516,83.370110330992986,grid_fixed,1,10000,6,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D024-R00..R04,0.018555667001003012,persistent_temporal_union_edges_v1,0.0018455366098294884,8,NOT_ISSUED,False,0.80000000000000004,60,20
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D025,25,validation,resilient_core,1,1195.085255767302,7,48,10,2000-01-01T12:00:00+00:00,11,0.80000000000000004,0.0489468405215647,97.30491474423269,grid_fixed,1,10000,7,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D025-R00..R04,0.049297893681043134,persistent_temporal_union_edges_v1,0.013119358074222669,8,NOT_ISSUED,False,0.80000000000000004,60,25
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D026,26,validation,resilient_core,1,1060.2808425275828,9,48,10,2000-01-01T12:00:00+00:00,9,0.80000000000000004,0.020060180541624877,78.239719157472422,grid_fixed,1,10000,12,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D026-R00..R04,0.03004012036108325,persistent_temporal_union_edges_v1,0.024393179538615847,8,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D027,27,validation,resilient_core,1,925.47642928786354,17,48,10,2000-01-01T12:00:00+00:00,11,0.80000000000000004,0.041173520561685058,92.17452357071214,grid_fixed,1,10000,7,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D027-R00..R04,0.010782347041123371,persistent_temporal_union_edges_v1,0.035667001003009027,8,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D028,28,validation,resilient_core,1,1140.6720160481445,4,48,10,2000-01-01T12:00:00+00:00,8,0.80000000000000004,0.012286860581745237,73.109327983951857,grid_fixed,1,10000,8,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D028-R00..R04,0.041524573721163492,persistent_temporal_union_edges_v1,0.0069408224674022065,8,NOT_ISSUED,False,0.80000000000000004,60,20
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D029,29,validation,resilient_core,1,1005.8676028084253,10,48,10,2000-01-01T12:00:00+00:00,5,0.80000000000000004,0.033400200601805423,87.044132397191575,grid_fixed,1,10000,10,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D029-R00..R04,0.022266800401203612,persistent_temporal_union_edges_v1,0.018214643931795386,8,NOT_ISSUED,False,0.80000000000000004,60,25
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D030,30,test,resilient_core,1,871.06318956870609,12,48,10,2000-01-01T12:00:00+00:00,9,0.80000000000000004,0.0045135406218655971,67.978936810431293,grid_fixed,1,10000,9,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D030-R00..R04,0.0030090270812437314,persistent_temporal_union_edges_v1,0.02948846539618857,8,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D031,31,test,resilient_core,1,1086.2587763289869,10,48,10,2000-01-01T12:00:00+00:00,14,0.80000000000000004,0.025626880641925778,81.913741223671011,grid_fixed,1,10000,11,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D031-R00..R04,0.03375125376128385,persistent_temporal_union_edges_v1,0.00076228686058174523,8,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D032,32,test,resilient_core,1,951.45436308926776,6,48,10,2000-01-01T12:00:00+00:00,6,0.80000000000000004,0.046740220661985965,95.848545636910728,grid_fixed,1,10000,8,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D032-R00..R04,0.014493480441323973,persistent_temporal_union_edges_v1,0.012036108324974926,8,NOT_ISSUED,False,0.80000000000000004,60,20
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D033,33,test,resilient_core,1,1166.6499498495486,13,48,10,2000-01-01T12:00:00+00:00,7,0.80000000000000004,0.017853560682046139,76.783350050150446,grid_fixed,1,10000,5,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D033-R00..R04,0.045235707121364099,persistent_temporal_union_edges_v1,0.023309929789368106,8,NOT_ISSUED,False,0.80000000000000004,60,25
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D034,34,test,resilient_core,1,1031.8455366098294,6,48,10,2000-01-01T12:00:00+00:00,12,0.80000000000000004,0.038966900702106316,90.718154463390164,grid_fixed,1,10000,12,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D034-R00..R04,0.025977933801404215,persistent_temporal_union_edges_v1,0.034583751253761286,8,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D035,35,test,resilient_core,1,897.04112337011031,14,48,10,2000-01-01T12:00:00+00:00,7,0.80000000000000004,0.010080240722166499,71.652958876629896,grid_fixed,1,10000,14,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D035-R00..R04,0.0067201604814443334,persistent_temporal_union_edges_v1,0.005857572718154464,8,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D036,36,train,boundary,1,912.2367101303912,6,35,10,2000-01-01T12:00:00+00:00,4,0.80000000000000004,0.10486459378134402,71.835506519558677,grid_fixed,1,10000,5,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,5,sgp4,1,NOT_FROZEN,5,AUGV1-D036-R00..R04,0.097432296890672024,persistent_temporal_union_edges_v1,0.059979939819458379,7,NOT_ISSUED,False,0.80000000000000004,60,15
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D037,37,train,boundary,1,777.43229689067198,6,42,10,2000-01-01T12:00:00+00:00,8,0.80000000000000004,0.035536609829488461,51.614844533600802,grid_fixed,1,10000,6,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D037-R00..R04,0.062768304914744236,persistent_temporal_union_edges_v1,0.079709127382146444,7,NOT_ISSUED,False,0.80000000000000004,60,20
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D038,38,train,boundary,1,992.62788365095287,7,40,10,2000-01-01T12:00:00+00:00,7,0.80000000000000004,0.086208625877632894,66.394182547642927,grid_fixed,1,10000,11,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,5,sgp4,1,NOT_FROZEN,5,AUGV1-D038-R00..R04,0.11810431293881644,persistent_temporal_union_edges_v1,0.099438314944834516,8,NOT_ISSUED,False,0.80000000000000004,60,25
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D039,39,train,boundary,1,857.82347041123376,15,48,10,2000-01-01T12:00:00+00:00,9,0.80000000000000004,0.13688064192577731,81.173520561685052,grid_fixed,1,10000,6,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D039-R00..R04,0.08344032096288867,persistent_temporal_union_edges_v1,0.049167502507522567,8,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D040,40,train,boundary,1,723.01905717151453,7,35,10,2000-01-01T12:00:00+00:00,14,0.80000000000000004,0.067552657973921765,60.952858575727184,grid_fixed,1,10000,14,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,5,sgp4,1,NOT_FROZEN,5,AUGV1-D040-R00..R04,0.048776328986960882,persistent_temporal_union_edges_v1,0.068896690070210626,7,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D041,41,train,boundary,1,938.21464393179542,6,42,10,2000-01-01T12:00:00+00:00,3,0.80000000000000004,0.1182246740220662,75.732196589769302,grid_fixed,1,10000,6,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D041-R00..R04,0.1041123370110331,persistent_temporal_union_edges_v1,0.088625877632898697,7,NOT_ISSUED,False,0.80000000000000004,60,15
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D042,42,train,boundary,1,803.4102306920762,8,40,10,2000-01-01T12:00:00+00:00,6,0.80000000000000004,0.048896690070210629,55.511534603811434,grid_fixed,1,10000,6,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,5,sgp4,1,NOT_FROZEN,5,AUGV1-D042-R00..R04,0.069448345035105316,persistent_temporal_union_edges_v1,0.038355065195586763,8,NOT_ISSUED,False,0.80000000000000004,60,20
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D043,43,train,boundary,1,668.60581745235709,7,48,10,2000-01-01T12:00:00+00:00,11,0.80000000000000004,0.099568706118355069,70.290872617853566,grid_fixed,1,10000,7,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D043-R00..R04,0.034784353059177528,persistent_temporal_union_edges_v1,0.058084252758274828,8,NOT_ISSUED,False,0.80000000000000004,60,25
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D044,44,train,boundary,1,883.80140421263786,9,35,10,2000-01-01T12:00:00+00:00,9,0.80000000000000004,0.030240722166499496,50.070210631895684,grid_fixed,1,10000,12,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,5,sgp4,1,NOT_FROZEN,5,AUGV1-D044-R00..R04,0.09012036108324975,persistent_temporal_union_edges_v1,0.077813440320962893,7,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D045,45,train,boundary,1,748.99699097291875,17,42,10,2000-01-01T12:00:00+00:00,11,0.80000000000000004,0.080912738214643926,64.849548645937816,grid_fixed,1,10000,7,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D045-R00..R04,0.055456369107321962,persistent_temporal_union_edges_v1,0.097542627883650965,7,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D046,46,train,boundary,1,964.19257773319964,3,40,10,2000-01-01T12:00:00+00:00,6,0.80000000000000004,0.13158475426278837,79.628886659979941,grid_fixed,1,10000,6,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,5,sgp4,1,NOT_FROZEN,5,AUGV1-D046-R00..R04,0.11079237713139418,persistent_temporal_union_edges_v1,0.047271815446339016,8,NOT_ISSUED,False,0.80000000000000004,60,15
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D047,47,train,boundary,1,829.38816449348042,8,48,10,2000-01-01T12:00:00+00:00,4,0.80000000000000004,0.062256770310932796,59.408224674022065,grid_fixed,1,10000,8,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D047-R00..R04,0.076128385155466397,persistent_temporal_union_edges_v1,0.067001003009027088,8,NOT_ISSUED,False,0.80000000000000004,60,20
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D048,48,train,boundary,1,694.58375125376131,11,35,10,2000-01-01T12:00:00+00:00,7,0.80000000000000004,0.11292878635907723,74.18756268806419,grid_fixed,1,10000,7,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,5,sgp4,1,NOT_FROZEN,5,AUGV1-D048-R00..R04,0.041464393179538615,persistent_temporal_union_edges_v1,0.086730190571715146,7,NOT_ISSUED,False,0.80000000000000004,60,25
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D049,49,train,boundary,1,909.7793380140422,9,42,10,2000-01-01T12:00:00+00:00,12,0.80000000000000004,0.043600802407221667,53.966900702106315,grid_fixed,1,10000,9,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D049-R00..R04,0.096800401203610831,persistent_temporal_union_edges_v1,0.036459378134403211,7,NOT_ISSUED,False,0.80000000000000004,60,30
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D050,50,train,boundary,1,774.97492477432297,11,40,10,2000-01-01T12:00:00+00:00,10,0.80000000000000004,0.0942728184553661,68.74623871614844,grid_fixed,1,10000,14,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,5,sgp4,1,NOT_FROZEN,5,AUGV1-D050-R00..R04,0.062136409227683043,persistent_temporal_union_edges_v1,0.056188565697091276,8,NOT_ISSUED,False,0.80000000000000004,60,35
PROPOSAL ONLY — NOT FROZEN — DO NOT SIMULATE,AUGV1-D051,51,train,boundary,1,990.17051153460375,7,48,10,2000-01-01T12:00:00+00:00,4,0.80000000000000004,0.14494483450351053,83.525576730190579,grid_fixed,1,10000,4,10,REQUIRES_PRE_FREEZE_CLUSTER_AUDIT,6,sgp4,1,NOT_FROZEN,5,AUGV1-D051-R00..R04,0.11747241725175525,persistent_temporal_union_edges_v1,0.075917753259779341,8,NOT_ISSUED,False,0.80000000000000004,60,15
