episode_id,timestamp,num_planes,sats_per_plane,nominal_satellites,sequence,max_tle_age_seconds,node_failure_probability,edge_failure_probability,regression_target,classification_target,plane_inference
17,2024-03-12T05:49:10Z,5,6,30,episodes/tgnn_sequences/episode_0017.json,60867.557728,0.03409962039696687,0.8557833089311859,0.16666666666666666,1,"{'candidate_operational_isl_satellites': 1607, 'inferred_plane_count': 109, 'eligible_plane_count': 80, 'selected_raan_centers_deg': [120.45042368, 5.33267502, 10.11130495, 15.28628895, 21.0045883], 'raan_cluster_max_gap_deg': 1.0}"
18,2024-03-14T13:55:35Z,5,7,35,episodes/tgnn_sequences/episode_0018.json,43380.535712,0.03374814075736999,0.6440579710144928,0.2571428571428571,1,"{'candidate_operational_isl_satellites': 1699, 'inferred_plane_count': 94, 'eligible_plane_count': 71, 'selected_raan_centers_deg': [1.01879001, 6.04735, 10.91022221, 15.99209981, 20.7701157], 'raan_cluster_max_gap_deg': 1.0}"
19,2024-03-16T22:02:00Z,5,8,40,episodes/tgnn_sequences/episode_0019.json,77491.6032,0.03447009641458271,0.8208955223880597,0.175,1,"{'candidate_operational_isl_satellites': 1734, 'inferred_plane_count': 96, 'eligible_plane_count': 73, 'selected_raan_centers_deg': [2.00162498, 7.07850588, 11.9614083, 16.8953713, 19.10580015], 'raan_cluster_max_gap_deg': 1.0}"
20,2024-03-19T06:08:26Z,6,5,30,episodes/tgnn_sequences/episode_0020.json,32202.348032,0.03625578703703704,0.623249299719888,0.26666666666666666,1,"{'candidate_operational_isl_satellites': 1671, 'inferred_plane_count': 95, 'eligible_plane_count': 72, 'selected_raan_centers_deg': [3.73939043, 8.82717731, 13.68439567, 19.26766661, 24.06590811, 29.29976589], 'raan_cluster_max_gap_deg': 1.0}"
21,2024-03-21T14:14:51Z,6,6,36,episodes/tgnn_sequences/episode_0021.json,52303.036896,0.037343380527673935,0.7840269966254219,0.1388888888888889,1,"{'candidate_operational_isl_satellites': 1727, 'inferred_plane_count': 106, 'eligible_plane_count': 76, 'selected_raan_centers_deg': [179.94552193, 3.1746111, 8.10093888, 10.14773838, 16.96084186, 22.96469994], 'raan_cluster_max_gap_deg': 1.0}"
22,2024-03-23T22:21:16Z,6,7,42,episodes/tgnn_sequences/episode_0022.json,73451.867488,0.037199167680891994,0.737874097007224,0.11904761904761904,1,"{'candidate_operational_isl_satellites': 1726, 'inferred_plane_count': 96, 'eligible_plane_count': 71, 'selected_raan_centers_deg': [21.78872317, 15.07033701, 17.69153568, 22.82593807, 27.51002007, 33.99954103], 'raan_cluster_max_gap_deg': 1.0}"
23,2024-03-26T06:27:42Z,6,8,48,episodes/tgnn_sequences/episode_0023.json,60820.219104,0.03702541882738136,0.7016728624535316,0.08333333333333333,1,"{'candidate_operational_isl_satellites': 1752, 'inferred_plane_count': 106, 'eligible_plane_count': 70, 'selected_raan_centers_deg': [3.32441749, 10.00295594, 17.22508507, 22.38440254, 27.83321898, 32.2345387], 'raan_cluster_max_gap_deg': 1.0}"
24,2024-03-28T14:34:07Z,4,5,20,episodes/tgnn_sequences/episode_0024.json,33241.811008,0.03691945112628186,0.7267002518891688,0.25,1,"{'candidate_operational_isl_satellites': 1753, 'inferred_plane_count': 95, 'eligible_plane_count': 79, 'selected_raan_centers_deg': [65.94437149, 7.01683335, 11.90085236, 16.95199985], 'raan_cluster_max_gap_deg': 1.0}"
25,2024-03-30T22:40:32Z,4,6,24,episodes/tgnn_sequences/episode_0025.json,68254.055552,0.037162096413210596,0.574390243902439,0.4166666666666667,1,"{'candidate_operational_isl_satellites': 1754, 'inferred_plane_count': 111, 'eligible_plane_count': 74, 'selected_raan_centers_deg': [41.40065054, 6.02276468, 7.95571661, 11.01043994], 'raan_cluster_max_gap_deg': 1.0}"
26,2024-04-02T06:46:57Z,4,7,28,episodes/tgnn_sequences/episode_0026.json,22484.324448,0.03669856048537114,0.8192862566438877,0.10714285714285714,1,"{'candidate_operational_isl_satellites': 1732, 'inferred_plane_count': 112, 'eligible_plane_count': 66, 'selected_raan_centers_deg': [1.10061335, 4.97095387, 10.84511864, 15.79749992], 'raan_cluster_max_gap_deg': 1.0}"
27,2024-04-04T14:53:23Z,4,8,32,episodes/tgnn_sequences/episode_0027.json,41091.26048,0.03585808706221986,0.7886962106615286,0.125,1,"{'candidate_operational_isl_satellites': 1747, 'inferred_plane_count': 115, 'eligible_plane_count': 68, 'selected_raan_centers_deg': [1.08385715, 5.53474287, 10.47098014, 15.69363172], 'raan_cluster_max_gap_deg': 1.0}"
28,2024-04-06T22:59:48Z,5,5,25,episodes/tgnn_sequences/episode_0028.json,79489.627296,0.03693815635939323,0.7490740740740741,0.36,1,"{'candidate_operational_isl_satellites': 1759, 'inferred_plane_count': 117, 'eligible_plane_count': 80, 'selected_raan_centers_deg': [4.50954738, 9.4812849, 14.45645449, 19.51611777, 24.15059776], 'raan_cluster_max_gap_deg': 1.0}"
29,2024-04-09T07:06:13Z,5,6,30,episodes/tgnn_sequences/episode_0029.json,34903.43968,0.039100441501103755,0.7498197548666186,0.16666666666666666,1,"{'candidate_operational_isl_satellites': 1761, 'inferred_plane_count': 111, 'eligible_plane_count': 76, 'selected_raan_centers_deg': [239.78613487, 4.85741498, 9.8404137, 13.7535641, 19.70904305], 'raan_cluster_max_gap_deg': 1.0}"
30,2024-04-11T15:12:39Z,5,7,35,episodes/tgnn_sequences/episode_0030.json,56076.80304,0.04141101502048248,0.7599502487562189,0.11428571428571428,1,"{'candidate_operational_isl_satellites': 1773, 'inferred_plane_count': 100, 'eligible_plane_count': 71, 'selected_raan_centers_deg': [3.41208368, 9.90736246, 14.30177007, 18.97323858, 21.21547773], 'raan_cluster_max_gap_deg': 1.0}"
31,2024-04-13T23:19:04Z,5,8,40,episodes/tgnn_sequences/episode_0031.json,83880.408736,0.04309725091226761,0.7744791666666667,0.175,1,"{'candidate_operational_isl_satellites': 1786, 'inferred_plane_count': 89, 'eligible_plane_count': 71, 'selected_raan_centers_deg': [3.27425791, 7.90274996, 12.49587883, 17.07904164, 22.30655003], 'raan_cluster_max_gap_deg': 1.0}"
32,2024-04-16T07:25:29Z,6,5,30,episodes/tgnn_sequences/episode_0032.json,37663.782272,0.045550944293105654,0.7470149253731343,0.13333333333333333,1,"{'candidate_operational_isl_satellites': 1758, 'inferred_plane_count': 94, 'eligible_plane_count': 76, 'selected_raan_centers_deg': [199.71502085, 3.66137141, 8.73587145, 13.57782788, 18.40741115, 23.67127059], 'raan_cluster_max_gap_deg': 1.0}"
33,2024-04-18T15:31:54Z,6,6,36,episodes/tgnn_sequences/episode_0033.json,61994.306688,0.047046974385032074,0.7252681764004768,0.19444444444444445,1,"{'candidate_operational_isl_satellites': 1779, 'inferred_plane_count': 86, 'eligible_plane_count': 69, 'selected_raan_centers_deg': [4.17307997, 8.56979995, 13.9882, 18.81617012, 23.80699997, 29.41258686], 'raan_cluster_max_gap_deg': 1.0}"
34,2024-04-20T23:38:20Z,6,7,42,episodes/tgnn_sequences/episode_0034.json,83498.609696,0.04899421527132273,0.7774647887323943,0.11904761904761904,1,"{'candidate_operational_isl_satellites': 1788, 'inferred_plane_count': 89, 'eligible_plane_count': 70, 'selected_raan_centers_deg': [1.64440527, 6.97758994, 11.87510521, 16.96323683, 21.69456829, 27.0529851], 'raan_cluster_max_gap_deg': 1.0}"
35,2024-04-23T07:44:45Z,6,8,48,episodes/tgnn_sequences/episode_0035.json,32515.505184,0.05190441969098095,0.775377969762419,0.125,1,"{'candidate_operational_isl_satellites': 1771, 'inferred_plane_count': 89, 'eligible_plane_count': 66, 'selected_raan_centers_deg': [2.07026497, 6.80063176, 12.12418499, 17.06133482, 21.95068669, 27.73301478], 'raan_cluster_max_gap_deg': 1.0}"
36,2024-04-25T15:51:10Z,4,5,20,episodes/tgnn_sequences/episode_0036.json,61534.327744,0.05354886220032184,0.7997835497835498,0.1,1,"{'candidate_operational_isl_satellites': 1788, 'inferred_plane_count': 92, 'eligible_plane_count': 74, 'selected_raan_centers_deg': [3.18738502, 8.06192387, 12.74267563, 18.49870295], 'raan_cluster_max_gap_deg': 1.0}"
37,2024-04-27T23:57:36Z,4,6,24,episodes/tgnn_sequences/episode_0037.json,10019.212128,0.05525127229400844,0.6959578207381371,0.4583333333333333,1,"{'candidate_operational_isl_satellites': 1787, 'inferred_plane_count': 101, 'eligible_plane_count': 77, 'selected_raan_centers_deg': [198.67049797, 5.63910908, 10.14097495, 12.30743334], 'raan_cluster_max_gap_deg': 1.0}"
38,2024-04-30T08:04:01Z,4,7,28,episodes/tgnn_sequences/episode_0038.json,39367.051072,0.0566302163049291,0.758955223880597,0.2857142857142857,1,"{'candidate_operational_isl_satellites': 1787, 'inferred_plane_count': 109, 'eligible_plane_count': 74, 'selected_raan_centers_deg': [0.96782857, 2.91048747, 5.90059547, 10.78105561], 'raan_cluster_max_gap_deg': 1.0}"
39,2024-05-02T16:10:26Z,4,8,32,episodes/tgnn_sequences/episode_0039.json,63299.280992,0.05765760763956361,0.8458574181117534,0.125,1,"{'candidate_operational_isl_satellites': 1783, 'inferred_plane_count': 97, 'eligible_plane_count': 66, 'selected_raan_centers_deg': [1.09813572, 10.23852634, 19.89281881, 30.14991048], 'raan_cluster_max_gap_deg': 1.0}"
40,2024-05-05T00:16:51Z,5,5,25,episodes/tgnn_sequences/episode_0040.json,51543.084576,0.060142405508597806,0.7251461988304093,0.28,1,"{'candidate_operational_isl_satellites': 1716, 'inferred_plane_count': 103, 'eligible_plane_count': 73, 'selected_raan_centers_deg': [3.67973995, 8.62531114, 18.64728324, 21.06865719, 30.22752641], 'raan_cluster_max_gap_deg': 1.0}"
41,2024-05-07T08:23:17Z,5,6,30,episodes/tgnn_sequences/episode_0041.json,39149.628032,0.060150234388237286,0.7889705882352941,0.16666666666666666,1,"{'candidate_operational_isl_satellites': 1772, 'inferred_plane_count': 108, 'eligible_plane_count': 72, 'selected_raan_centers_deg': [307.55596773, 9.50649467, 19.4283369, 23.89721107, 29.35951932], 'raan_cluster_max_gap_deg': 1.0}"
42,2024-05-09T16:29:42Z,5,7,35,episodes/tgnn_sequences/episode_0042.json,65465.759232,0.060234994999111995,0.7583429228998849,0.14285714285714285,1,"{'candidate_operational_isl_satellites': 1788, 'inferred_plane_count': 93, 'eligible_plane_count': 70, 'selected_raan_centers_deg': [264.48753992, 8.60778471, 10.63724273, 13.68384993, 19.18954], 'raan_cluster_max_gap_deg': 1.0}"
43,2024-05-12T00:36:07Z,5,8,40,episodes/tgnn_sequences/episode_0043.json,32223.196096,0.060625321306725245,0.6700507614213198,0.2,1,"{'candidate_operational_isl_satellites': 1789, 'inferred_plane_count': 96, 'eligible_plane_count': 68, 'selected_raan_centers_deg': [2.14161, 7.22044003, 12.31337506, 16.79886215, 22.13291083], 'raan_cluster_max_gap_deg': 1.0}"
44,2024-05-14T08:42:33Z,6,5,30,episodes/tgnn_sequences/episode_0044.json,84948.08208,0.060023134865335045,0.7298899237933955,0.3,1,"{'candidate_operational_isl_satellites': 1752, 'inferred_plane_count': 110, 'eligible_plane_count': 76, 'selected_raan_centers_deg': [1.50704, 11.44048235, 19.93395011, 22.64307995, 25.69504302, 27.54293989], 'raan_cluster_max_gap_deg': 1.0}"
45,2024-05-16T16:48:58Z,6,6,36,episodes/tgnn_sequences/episode_0045.json,63616.29376,0.05943015858794015,0.7298636926889716,0.19444444444444445,1,"{'candidate_operational_isl_satellites': 1792, 'inferred_plane_count': 106, 'eligible_plane_count': 78, 'selected_raan_centers_deg': [154.70257155, 7.13453808, 11.01944256, 12.87307501, 16.89814985, 20.88999987], 'raan_cluster_max_gap_deg': 1.0}"
46,2024-05-19T00:55:23Z,6,7,42,episodes/tgnn_sequences/episode_0046.json,14098.981664,0.05889631930914644,0.7637837837837838,0.11904761904761904,1,"{'candidate_operational_isl_satellites': 1794, 'inferred_plane_count': 103, 'eligible_plane_count': 70, 'selected_raan_centers_deg': [0.87666087, 5.85234501, 11.2765976, 15.74145002, 20.78681074, 25.68162647], 'raan_cluster_max_gap_deg': 1.0}"
47,2024-05-21T09:01:48Z,6,8,48,episodes/tgnn_sequences/episode_0047.json,45945.169056,0.058873953887077245,0.6835383159886471,0.25,1,"{'candidate_operational_isl_satellites': 1786, 'inferred_plane_count': 89, 'eligible_plane_count': 63, 'selected_raan_centers_deg': [1.88418251, 6.64156192, 11.58044641, 16.52528411, 21.53484992, 29.07266769], 'raan_cluster_max_gap_deg': 1.0}"
48,2024-05-23T17:08:14Z,4,5,20,episodes/tgnn_sequences/episode_0048.json,72381.175424,0.05960779410976764,0.6956989247311828,0.3,1,"{'candidate_operational_isl_satellites': 1785, 'inferred_plane_count': 92, 'eligible_plane_count': 72, 'selected_raan_centers_deg': [2.83884287, 7.66049441, 15.80369401, 23.23090672], 'raan_cluster_max_gap_deg': 1.0}"
49,2024-05-26T01:14:39Z,4,6,24,episodes/tgnn_sequences/episode_0049.json,62663.94816,0.05994797169518161,0.8449955713020372,0.2916666666666667,1,"{'candidate_operational_isl_satellites': 1789, 'inferred_plane_count': 104, 'eligible_plane_count': 70, 'selected_raan_centers_deg': [126.77809685, 9.99672094, 14.36540001, 19.18054989], 'raan_cluster_max_gap_deg': 1.0}"
50,2024-05-28T09:21:04Z,4,7,28,episodes/tgnn_sequences/episode_0050.json,46233.646528,0.06039982230119947,0.8700906344410876,0.14285714285714285,1,"{'candidate_operational_isl_satellites': 1740, 'inferred_plane_count': 103, 'eligible_plane_count': 68, 'selected_raan_centers_deg': [247.741245, 4.3075381, 8.74342864, 10.41158888], 'raan_cluster_max_gap_deg': 1.0}"
51,2024-05-30T17:27:29Z,4,8,32,episodes/tgnn_sequences/episode_0051.json,77356.547552,0.061454476664054264,0.7830006439150032,0.1875,1,"{'candidate_operational_isl_satellites': 1794, 'inferred_plane_count': 86, 'eligible_plane_count': 67, 'selected_raan_centers_deg': [207.4495566, 3.45644615, 7.34850007, 11.26837652], 'raan_cluster_max_gap_deg': 1.0}"
52,2024-06-02T01:33:55Z,5,5,25,episodes/tgnn_sequences/episode_0052.json,61791.713344,0.06301280836199193,0.7250229147571036,0.36,1,"{'candidate_operational_isl_satellites': 1785, 'inferred_plane_count': 120, 'eligible_plane_count': 82, 'selected_raan_centers_deg': [3.20424736, 8.28111054, 13.76177898, 18.15376674, 23.11787078], 'raan_cluster_max_gap_deg': 1.0}"
53,2024-06-04T09:40:20Z,5,6,30,episodes/tgnn_sequences/episode_0053.json,47570.67008,0.06343939626180022,0.6979591836734694,0.23333333333333334,1,"{'candidate_operational_isl_satellites': 1773, 'inferred_plane_count': 109, 'eligible_plane_count': 73, 'selected_raan_centers_deg': [3.05819996, 7.41476158, 8.86769994, 12.17304999, 16.16433337], 'raan_cluster_max_gap_deg': 1.0}"
54,2024-06-06T17:46:45Z,5,7,35,episodes/tgnn_sequences/episode_0054.json,76349.098464,0.0640614586523047,0.8783204798628963,0.08571428571428572,1,"{'candidate_operational_isl_satellites': 1769, 'inferred_plane_count': 108, 'eligible_plane_count': 74, 'selected_raan_centers_deg': [4.8452, 8.30042503, 13.76450001, 18.30882009, 20.19791222], 'raan_cluster_max_gap_deg': 1.0}"
55,2024-06-09T01:53:11Z,5,8,40,episodes/tgnn_sequences/episode_0055.json,40821.209888,0.06472835897482888,0.7232663642255347,0.25,1,"{'candidate_operational_isl_satellites': 1787, 'inferred_plane_count': 107, 'eligible_plane_count': 69, 'selected_raan_centers_deg': [1.61336818, 6.47058181, 13.88611544, 22.65722708, 26.33673795], 'raan_cluster_max_gap_deg': 1.0}"
56,2024-06-11T09:59:36Z,6,5,30,episodes/tgnn_sequences/episode_0056.json,48943.427808,0.06430947733084051,0.7450980392156863,0.13333333333333333,1,"{'candidate_operational_isl_satellites': 1787, 'inferred_plane_count': 107, 'eligible_plane_count': 84, 'selected_raan_centers_deg': [8.74483311, 20.62500267, 25.89945844, 31.42001397, 35.73171336, 37.356884], 'raan_cluster_max_gap_deg': 1.0}"
57,2024-06-13T18:06:01Z,6,6,36,episodes/tgnn_sequences/episode_0057.json,75733.401664,0.06425261904318863,0.771076523994812,0.1111111111111111,1,"{'candidate_operational_isl_satellites': 1822, 'inferred_plane_count': 94, 'eligible_plane_count': 77, 'selected_raan_centers_deg': [2.60181896, 6.85512375, 8.72928895, 12.05580739, 16.7746, 21.9382712], 'raan_cluster_max_gap_deg': 1.0}"
58,2024-06-16T02:12:26Z,6,7,42,episodes/tgnn_sequences/episode_0058.json,25263.50192,0.0651879235982748,0.6754176610978521,0.23809523809523808,1,"{'candidate_operational_isl_satellites': 1825, 'inferred_plane_count': 104, 'eligible_plane_count': 75, 'selected_raan_centers_deg': [184.35601493, 4.5996429, 10.34574286, 15.46594279, 18.09331238, 20.40848999], 'raan_cluster_max_gap_deg': 1.0}"
59,2024-06-18T10:18:52Z,6,8,48,episodes/tgnn_sequences/episode_0059.json,52573.044256,0.06618100034224808,0.6773784355179704,0.22916666666666666,1,"{'candidate_operational_isl_satellites': 1821, 'inferred_plane_count': 98, 'eligible_plane_count': 70, 'selected_raan_centers_deg': [103.5506481, 4.75850006, 6.73212938, 9.89859639, 14.64357501, 16.51713318], 'raan_cluster_max_gap_deg': 1.0}"
60,2024-06-20T18:25:17Z,4,5,20,episodes/tgnn_sequences/episode_0060.json,46181.206976,0.06737681033567797,0.8389923329682366,0.35,1,"{'candidate_operational_isl_satellites': 1827, 'inferred_plane_count': 101, 'eligible_plane_count': 80, 'selected_raan_centers_deg': [0.8696375, 4.68715196, 9.27091547, 10.80035003], 'raan_cluster_max_gap_deg': 1.0}"
61,2024-06-23T02:31:42Z,4,6,24,episodes/tgnn_sequences/episode_0061.json,28618.387104,0.06857470495484734,0.7648114901256733,0.16666666666666666,1,"{'candidate_operational_isl_satellites': 1823, 'inferred_plane_count': 93, 'eligible_plane_count': 69, 'selected_raan_centers_deg': [4.11961995, 9.10042632, 14.11713675, 19.06738432], 'raan_cluster_max_gap_deg': 1.0}"
62,2024-06-25T10:38:08Z,4,7,28,episodes/tgnn_sequences/episode_0062.json,60500.067104,0.07035311592735129,0.779622641509434,0.21428571428571427,1,"{'candidate_operational_isl_satellites': 1789, 'inferred_plane_count': 91, 'eligible_plane_count': 70, 'selected_raan_centers_deg': [0.42989474, 5.36811575, 10.26706664, 16.20099503], 'raan_cluster_max_gap_deg': 1.0}"
63,2024-06-27T18:44:33Z,4,8,32,episodes/tgnn_sequences/episode_0063.json,48698.901216,0.07216627936999742,0.7483574244415243,0.15625,1,"{'candidate_operational_isl_satellites': 1770, 'inferred_plane_count': 120, 'eligible_plane_count': 72, 'selected_raan_centers_deg': [3.40916997, 9.27528655, 14.33792514, 19.27622326], 'raan_cluster_max_gap_deg': 1.0}"
64,2024-06-30T02:50:58Z,5,5,25,episodes/tgnn_sequences/episode_0064.json,29351.631904,0.07409622020075282,0.7486800422386484,0.24,1,"{'candidate_operational_isl_satellites': 1848, 'inferred_plane_count': 92, 'eligible_plane_count': 77, 'selected_raan_centers_deg': [2.74679523, 7.77509569, 12.726125, 14.2112601, 17.77959646], 'raan_cluster_max_gap_deg': 1.0}"
65,2024-07-02T10:57:23Z,5,6,30,episodes/tgnn_sequences/episode_0065.json,57726.953312,0.07630208333333334,0.7080459770114943,0.26666666666666666,1,"{'candidate_operational_isl_satellites': 1836, 'inferred_plane_count': 108, 'eligible_plane_count': 80, 'selected_raan_centers_deg': [3.45818568, 8.01005716, 11.93775454, 13.58525562, 16.81623332], 'raan_cluster_max_gap_deg': 1.0}"
66,2024-07-04T19:03:49Z,5,7,35,episodes/tgnn_sequences/episode_0066.json,73720.494112,0.07874966460960559,0.7214484679665738,0.2,1,"{'candidate_operational_isl_satellites': 1877, 'inferred_plane_count': 105, 'eligible_plane_count': 76, 'selected_raan_centers_deg': [1.46510557, 6.23543081, 12.47701732, 16.20459366, 18.35607481], 'raan_cluster_max_gap_deg': 1.0}"
67,2024-07-07T03:10:14Z,5,8,40,episodes/tgnn_sequences/episode_0067.json,33547.323872,0.08393265239494427,0.7418617932609937,0.125,1,"{'candidate_operational_isl_satellites': 1875, 'inferred_plane_count': 97, 'eligible_plane_count': 65, 'selected_raan_centers_deg': [0.96222857, 6.34772506, 11.02916021, 16.21737494, 20.47461867], 'raan_cluster_max_gap_deg': 1.0}"
68,2024-07-09T11:16:39Z,6,5,30,episodes/tgnn_sequences/episode_0068.json,61569.151776,0.08691218024289377,0.8320079522862823,0.13333333333333333,1,"{'candidate_operational_isl_satellites': 1862, 'inferred_plane_count': 101, 'eligible_plane_count': 82, 'selected_raan_centers_deg': [180.2350183, 5.13456249, 9.73072728, 17.48086129, 22.24259351, 26.75796484], 'raan_cluster_max_gap_deg': 1.0}"
