corpus_namespace,design_id,design_index,region,partition,sealed,proposal_status,num_planes,sats_per_plane,configured_satellite_count,altitude_km,inclination_deg,phasing_factor,satellite_node_failure_probability,satellite_edge_failure_probability,civilian_count,government_count,military_count,total_ground_station_count,ground_station_failure_probability,ground_selection_policy,fixed_simulation_profile_reference,base_contract_reference,base_contract_specification_hash,duration_minutes,step_seconds,epoch_iso,orbital_engine,max_isl_distance_km,isl_policy,adjacent_search_k,max_inter_plane_links_per_sat,satellite_failure_model,minimum_elevation_deg,space_gcc_threshold,ground_service_threshold,ground_service_policy_hash,visibility_policy_hash,design_parameter_hash,design_construction_seed,ground_selection_seed,design_record_hash
stage_a_discovery_v1,SA-D010,10,resilient_core,sealed_holdout,True,NOT_FROZEN,6,8,48,1125,92,1,0.02,0.035000000000000003,9,12,9,30,0.025000000000000001,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,2794289d0f66b142ed44420332572bc49d5d53a9c7904c53ed4e62f177b26405,5401590499402729301,1687550209740351843,74ea67179ce8629d89ceb2126c3f63259cee98cb3a0349a1ad5c7c95208bdd8e
stage_a_discovery_v1,SA-D011,11,resilient_core,sealed_holdout,True,NOT_FROZEN,6,8,48,825,62,1,0.055,0.065000000000000002,9,5,6,20,0.070000000000000007,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,ad332dfa77d59d08362929261b5a7e093e0472b82f34d7f5e3c31650b4351c47,5576721913662217404,908063294380911507,2597707c891c6a89bd08809d10e0e60a4942bf1929ed3ee2844d93b50aad3023
stage_a_discovery_v1,SA-D012,12,boundary,development,False,NOT_FROZEN,6,8,48,805,60,1,0.050000000000000003,0.050000000000000003,11,5,4,20,0.050000000000000003,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,40db739a4c41e954c3d4c7af225bad1311bf4bd23b7e5e655724e5e47906d652,1572412445720927117,7975483726536124909,1892f9fe2d566bf640a06009cf3b2510b482194a18e386c30479ddd3468b28d4
stage_a_discovery_v1,SA-D013,13,boundary,development,False,NOT_FROZEN,6,8,48,750,58,1,0.055,0.059999999999999998,8,5,5,18,0.059999999999999998,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,273c0c4ee96968670a54e26402d36a87b4afc7df8b6a8839e39f7ee1c8a39f44,4198090032488875800,2929272005731089911,d2b011e6ce59e44bbdfb695af8a45168f8836174561f05684fafd46d9092affc
stage_a_discovery_v1,SA-D014,14,boundary,development,False,NOT_FROZEN,6,8,48,700,56,1,0.059999999999999998,0.070000000000000007,6,5,4,15,0.080000000000000002,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,eb7393cfcbef4b21e6d303b010586abb94b9f3ae47107b474cb7d1c7963fa86e,3963789601799857817,5156758857868109763,71ddb60aa969fd3b84e705152364cb63d4059eecc5accd77441fc0b77301624c
stage_a_discovery_v1,SA-D015,15,boundary,development,False,NOT_FROZEN,6,8,48,650,55,1,0.070000000000000007,0.080000000000000002,5,3,4,12,0.10000000000000001,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,2d4665271b4ab07c260870543142dad6124759fad9904de78e70ab9efb9e39b1,5643387104467542404,8068545688676636177,4a085435548f63d5aa44a6478a51f45dd74b8bec4e17a560c0e2f1bf813f9cd9
stage_a_discovery_v1,SA-D016,16,boundary,development,False,NOT_FROZEN,5,8,40,850,65,1,0.040000000000000001,0.050000000000000003,8,6,6,20,0.040000000000000001,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,932d05938e65f8137122618457ee806dc1e33ccf05e3d04b5e6c7685f5bb6769,7155201336759648745,4076073042123191225,132c51b287dde3cfadeeac6a990cc5a0b0555d5fa2286b6e0176d91f9bc5b1cb
stage_a_discovery_v1,SA-D017,17,boundary,development,False,NOT_FROZEN,5,8,40,775,60,1,0.050000000000000003,0.070000000000000007,6,6,6,18,0.070000000000000007,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,49af1c25e1b150db7ab0069e2c7b8e30010d17d67eab1894cb5f5b17c5ab5e88,3992828209594947754,5766450903695928479,bb5a34b02ef6e0dcb23802230c6cd89dd19710b980e61349997feed63bb258b6
stage_a_discovery_v1,SA-D018,18,boundary,development,False,NOT_FROZEN,6,7,42,825,62,1,0.044999999999999998,0.055,10,5,5,20,0.059999999999999998,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,cc5e0ce33be32093d64777e850f2588617c8d3cd0ff0a8a51b5d5f064dc7f06b,791183951372700354,9184778635357925212,af737e9954329e9658ab9c27c73d3972cd1bd6146ed69564dc35a3d130bea327
stage_a_discovery_v1,SA-D019,19,boundary,development,False,NOT_FROZEN,6,7,42,700,57,1,0.065000000000000002,0.089999999999999997,5,6,4,15,0.12,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,2cf8c887c1bc83fdf7f6dfd6ca2a7381761ded5c8d4b48412203ac2070e80dcb,629107883083981362,2418802633096023343,36cce8e440a1d19406b7bbf6b4c47b4bd97ab2e311a182b18d538f9a55769783
stage_a_discovery_v1,SA-D020,20,boundary,validation,False,NOT_FROZEN,6,8,48,725,59,1,0.055,0.065000000000000002,9,6,5,20,0.10000000000000001,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,23cfff1c0c5d824b935b17baad6753a295bd76c60147983dd23c0d8c7b36c558,1573127167016578908,1566322114474067775,a3db5488a01ec29de3619761bccd032ba8d8c14c396b6448d1ceec397f1caffe
stage_a_discovery_v1,SA-D021,21,boundary,validation,False,NOT_FROZEN,5,8,40,675,54,1,0.074999999999999997,0.095000000000000001,7,4,4,15,0.11,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,15ad2365f04c39547c0c3247f28a4d99f956305a3dac09359991172c865bb696,4952602039477435401,2589961949146555545,bd77e3013cac44bdd48a0cce6963d3ff9f382ab7627a29d8ca91b837f4f9dcf9
stage_a_discovery_v1,SA-D022,22,boundary,sealed_holdout,True,NOT_FROZEN,6,8,48,775,63,1,0.059999999999999998,0.080000000000000002,9,4,5,18,0.089999999999999997,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,9fd8772bf47264d8a4a6dc6dcec2650a25fe5748b4193cffc9f6b8792c9b670c,7255074993843547237,370647382123640018,5a42aa2acb222b72fd0528707627c8122227c89456433dd0539b7de01e8fb0a6
stage_a_discovery_v1,SA-D023,23,boundary,sealed_holdout,True,NOT_FROZEN,5,7,35,625,52,1,0.085000000000000006,0.11,4,4,4,12,0.14000000000000001,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,fd38e73476f5d0175e6ace6d6dd983ac369741f756541c997c3338d31f9c599e,2654125456152706374,8676079755460361010,4ab36df1851e5492940c64eb3c2b873377327c43147fc899ca17e1a4311393b2
stage_a_discovery_v1,SA-D024,24,global_control,development,False,NOT_FROZEN,4,5,20,300,30,1,0.20000000000000001,0.25,2,2,2,6,0.40000000000000002,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,829cf6a56dc69c5f5c69eaacf47e535c584e1dee3dc5e2162ec153f8bf266d94,8184490492559007544,2161254476531248235,c9e6478bd6185df54c3e1489b61fa2857ecd3992325a0073749fb99a6ad8a96c
stage_a_discovery_v1,SA-D025,25,global_control,development,False,NOT_FROZEN,5,6,30,500,45,1,0.14999999999999999,0.20000000000000001,5,5,5,15,0.25,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,ed77e0e8747dfd649bd43350d38a71b4147883c38b1a22bca5c747738f0e267e,3933270297451646728,5477296328423561519,3dc19da5e1ac95c96955245bfe33196461423c1591d189b181fca47199365ee4
stage_a_discovery_v1,SA-D026,26,global_control,development,False,NOT_FROZEN,4,8,32,1200,98,1,0,0,20,15,15,50,0,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,bb2baaf4c009a739acf5100db2f9637159416c4ca8c6a2792c981bdb018e422c,7179569982080585724,8325988857576449541,2f5345f12832e20909d22652cbfc689d6930e44d7f943714affc8c64260b7c34
stage_a_discovery_v1,SA-D027,27,global_control,development,False,NOT_FROZEN,6,5,30,900,75,1,0.10000000000000001,0.125,18,6,6,30,0.20000000000000001,deterministic_catalog_selection_v1,SATNET Final Integrated Production Corpus v1 fixed_profile,final-integrated-dataset-contract-v1@a1967185e80327e4b00c1831828dc975ab6819fc,482935e13017dc55cfbfcf2ba79ae50c09dfcffe69762806cc5448273406498b,10,60,2000-01-01T12:00:00+00:00,sgp4,10000,grid_fixed,1,1,persistent_temporal_union_edges_v1,10,0.80000000000000004,0.80000000000000004,e314b9d4123ef84832965b1baadd04a118805f8cab368bd548a3f8f65ae02950,5dda243a39d13746d4e9d16922318df1774c4cf29a95fbc70677b618a41c45b1,7cd1d70deeca72468cf848b1b137ae1d3c75d7de4aea5eb32fb28678bc83778c,7515769014945576423,2547237142809218221,d86a2f7ea14cea0f53fc67ff142a892e24510dcef6eb819d5e5d2ff02ab372d2
