corpus_namespace,global_run_id,run_key,design_id,realization_id,design_construction_seed,ground_selection_seed,satellite_failure_seed,ground_failure_seed,seed_policy_version,proposal_status,simulation_authorized
stage_a_discovery_v1,516,SA-D003-R01,SA-D003,R01,4919380640891708867,3988956810252228221,1716068294553027231,5478433021767392545,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,517,SA-D003-R02,SA-D003,R02,4919380640891708867,3988956810252228221,3338632699174801984,152658349812767178,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,518,SA-D003-R03,SA-D003,R03,4919380640891708867,3988956810252228221,2902674878123899746,5350345001165788707,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,519,SA-D003-R04,SA-D003,R04,4919380640891708867,3988956810252228221,6271944909274486802,5969657712004793941,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,520,SA-D004-R00,SA-D004,R00,675952363214276130,3337033602941796367,8441714959748903210,2451301122905090673,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,521,SA-D004-R01,SA-D004,R01,675952363214276130,3337033602941796367,946838385605373994,1480044348872419256,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,522,SA-D004-R02,SA-D004,R02,675952363214276130,3337033602941796367,9194237219794575435,5726892765604265935,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,523,SA-D004-R03,SA-D004,R03,675952363214276130,3337033602941796367,102613571449877890,5874391730089911574,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,524,SA-D004-R04,SA-D004,R04,675952363214276130,3337033602941796367,6236381814796433457,2669307277494885105,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,525,SA-D005-R00,SA-D005,R00,8061044501700070677,737787036010211928,3308370151884916477,5426581613713331760,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,526,SA-D005-R01,SA-D005,R01,8061044501700070677,737787036010211928,3412712533427706035,9033282267002332190,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,527,SA-D005-R02,SA-D005,R02,8061044501700070677,737787036010211928,4207254734956696263,5111278159296787069,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,528,SA-D005-R03,SA-D005,R03,8061044501700070677,737787036010211928,5946551497328620751,4223809114568627480,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,529,SA-D005-R04,SA-D005,R04,8061044501700070677,737787036010211928,801285088152463985,8085321325880990652,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,530,SA-D006-R00,SA-D006,R00,4237298627399678523,594543078092959542,1728284287359203097,577672739894581670,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,531,SA-D006-R01,SA-D006,R01,4237298627399678523,594543078092959542,1330978622213427394,3202712025063677728,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,532,SA-D006-R02,SA-D006,R02,4237298627399678523,594543078092959542,2221717418687996336,8108397272006365265,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,533,SA-D006-R03,SA-D006,R03,4237298627399678523,594543078092959542,105809403197181777,8418989614345474968,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,534,SA-D006-R04,SA-D006,R04,4237298627399678523,594543078092959542,4634134630567118782,2531575248377971383,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,535,SA-D007-R00,SA-D007,R00,6117733926443236447,1997335259903401669,5198021639334161634,8817611764283400015,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,536,SA-D007-R01,SA-D007,R01,6117733926443236447,1997335259903401669,2818605206936771555,6018265379251850116,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,537,SA-D007-R02,SA-D007,R02,6117733926443236447,1997335259903401669,1363546898392855399,7414089528604654437,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,538,SA-D007-R03,SA-D007,R03,6117733926443236447,1997335259903401669,1559504519786269550,8810397378908013074,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,539,SA-D007-R04,SA-D007,R04,6117733926443236447,1997335259903401669,4893348648272042281,5589404307374529358,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,540,SA-D008-R00,SA-D008,R00,849068467057952208,7493953112764446780,170148312962051250,6604469661381916722,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,541,SA-D008-R01,SA-D008,R01,849068467057952208,7493953112764446780,955892699107008585,1876150280141777057,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,542,SA-D008-R02,SA-D008,R02,849068467057952208,7493953112764446780,1925295822628535224,6905568093294858186,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,543,SA-D008-R03,SA-D008,R03,849068467057952208,7493953112764446780,7996309643189107467,7997975359029177171,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,544,SA-D008-R04,SA-D008,R04,849068467057952208,7493953112764446780,4227499862344343681,2809984381881791565,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,545,SA-D009-R00,SA-D009,R00,6097825629301622993,7204847976447666134,6332450845725642511,5181542627893714444,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,546,SA-D009-R01,SA-D009,R01,6097825629301622993,7204847976447666134,6633505372843468060,2359397855628202223,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,547,SA-D009-R02,SA-D009,R02,6097825629301622993,7204847976447666134,6317758797803740471,4780853500437601563,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,548,SA-D009-R03,SA-D009,R03,6097825629301622993,7204847976447666134,2528495845242488863,7127087441272531027,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,549,SA-D009-R04,SA-D009,R04,6097825629301622993,7204847976447666134,1378900639118506991,5974120429352542500,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,550,SA-D010-R00,SA-D010,R00,5401590499402729301,1687550209740351843,1273422205939351590,7353133573739115752,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,551,SA-D010-R01,SA-D010,R01,5401590499402729301,1687550209740351843,8718744509439869550,4449563520525131357,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,552,SA-D010-R02,SA-D010,R02,5401590499402729301,1687550209740351843,4848438784307775897,9095712834070342084,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,553,SA-D010-R03,SA-D010,R03,5401590499402729301,1687550209740351843,8312266438943557377,3359491090825631735,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,554,SA-D010-R04,SA-D010,R04,5401590499402729301,1687550209740351843,8873391170617186096,6638646351160221107,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,555,SA-D011-R00,SA-D011,R00,5576721913662217404,908063294380911507,3826655758295662558,5024546331757966243,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,556,SA-D011-R01,SA-D011,R01,5576721913662217404,908063294380911507,3763719785777574550,3752767784823214037,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,557,SA-D011-R02,SA-D011,R02,5576721913662217404,908063294380911507,5065145548636004880,6441911621076586839,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,558,SA-D011-R03,SA-D011,R03,5576721913662217404,908063294380911507,8370116119442982733,7812401916941344653,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,559,SA-D011-R04,SA-D011,R04,5576721913662217404,908063294380911507,6162697990793970381,5321745574220762861,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,560,SA-D012-R00,SA-D012,R00,1572412445720927117,7975483726536124909,6683604161433896560,7156890926219015981,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,561,SA-D012-R01,SA-D012,R01,1572412445720927117,7975483726536124909,2296372591559383522,3375547457191892563,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,562,SA-D012-R02,SA-D012,R02,1572412445720927117,7975483726536124909,9038991867290624774,6137280915573809426,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,563,SA-D012-R03,SA-D012,R03,1572412445720927117,7975483726536124909,287902001101829142,4199705500721155275,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,564,SA-D012-R04,SA-D012,R04,1572412445720927117,7975483726536124909,7742818770230803754,3330682930636512132,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,565,SA-D013-R00,SA-D013,R00,4198090032488875800,2929272005731089911,1674999186302748253,6850600067424179979,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,566,SA-D013-R01,SA-D013,R01,4198090032488875800,2929272005731089911,6942751622552548832,3565300200469209344,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,567,SA-D013-R02,SA-D013,R02,4198090032488875800,2929272005731089911,5594236491973567089,2736005381608436426,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,568,SA-D013-R03,SA-D013,R03,4198090032488875800,2929272005731089911,4158529411387784147,475690175281634772,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,569,SA-D013-R04,SA-D013,R04,4198090032488875800,2929272005731089911,2351956735820165205,3000322757957118626,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,570,SA-D014-R00,SA-D014,R00,3963789601799857817,5156758857868109763,355640187161090869,2862591848302028635,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,571,SA-D014-R01,SA-D014,R01,3963789601799857817,5156758857868109763,6144541337147003661,1983854519191342403,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,572,SA-D014-R02,SA-D014,R02,3963789601799857817,5156758857868109763,435922547720400945,4823151646607746035,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,573,SA-D014-R03,SA-D014,R03,3963789601799857817,5156758857868109763,1978490379873764382,82998455443358283,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,574,SA-D014-R04,SA-D014,R04,3963789601799857817,5156758857868109763,220499141839948204,6266820099795712193,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,575,SA-D015-R00,SA-D015,R00,5643387104467542404,8068545688676636177,5551566968587752853,6402468001330812421,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,576,SA-D015-R01,SA-D015,R01,5643387104467542404,8068545688676636177,8172624300617645501,6776380666672947888,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,577,SA-D015-R02,SA-D015,R02,5643387104467542404,8068545688676636177,7490846148519017327,4025092762533139435,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,578,SA-D015-R03,SA-D015,R03,5643387104467542404,8068545688676636177,7167238794835473766,7051459579815899623,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,579,SA-D015-R04,SA-D015,R04,5643387104467542404,8068545688676636177,3509018783019007223,8841378578035938016,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,580,SA-D016-R00,SA-D016,R00,7155201336759648745,4076073042123191225,6495187436675158235,2122972460212211128,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,581,SA-D016-R01,SA-D016,R01,7155201336759648745,4076073042123191225,3016130399293841000,5761553657997271859,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,582,SA-D016-R02,SA-D016,R02,7155201336759648745,4076073042123191225,5608612142562943805,3155222218476336805,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,583,SA-D016-R03,SA-D016,R03,7155201336759648745,4076073042123191225,6925009768923889357,602263870634710547,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,584,SA-D016-R04,SA-D016,R04,7155201336759648745,4076073042123191225,8935914508898446948,4946534744850835496,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,585,SA-D017-R00,SA-D017,R00,3992828209594947754,5766450903695928479,2207896047788294500,3413177193458242245,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,586,SA-D017-R01,SA-D017,R01,3992828209594947754,5766450903695928479,7257810779888231777,38401246729534127,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,587,SA-D017-R02,SA-D017,R02,3992828209594947754,5766450903695928479,790203993408813677,1994403662460147239,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,588,SA-D017-R03,SA-D017,R03,3992828209594947754,5766450903695928479,1684245978526777983,5479862009280914827,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,589,SA-D017-R04,SA-D017,R04,3992828209594947754,5766450903695928479,5840823881996399650,2456817556016069455,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,590,SA-D018-R00,SA-D018,R00,791183951372700354,9184778635357925212,7066249332871708008,8616737624194505735,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,591,SA-D018-R01,SA-D018,R01,791183951372700354,9184778635357925212,2952820553815511878,3346314458491038054,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,592,SA-D018-R02,SA-D018,R02,791183951372700354,9184778635357925212,6697556157490495479,9196878424840131938,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,593,SA-D018-R03,SA-D018,R03,791183951372700354,9184778635357925212,8321278130729409234,119323540837368235,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,594,SA-D018-R04,SA-D018,R04,791183951372700354,9184778635357925212,7827706463990504550,6451714400397194905,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,595,SA-D019-R00,SA-D019,R00,629107883083981362,2418802633096023343,7162446389220009361,6273958859502645144,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,596,SA-D019-R01,SA-D019,R01,629107883083981362,2418802633096023343,856861766334025458,7881860449129171903,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,597,SA-D019-R02,SA-D019,R02,629107883083981362,2418802633096023343,6738052270637363713,1270343384390510045,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,598,SA-D019-R03,SA-D019,R03,629107883083981362,2418802633096023343,7147494305842198508,7700974244675695614,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,599,SA-D019-R04,SA-D019,R04,629107883083981362,2418802633096023343,5118301891843005587,968662835404220869,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,600,SA-D020-R00,SA-D020,R00,1573127167016578908,1566322114474067775,5085381226954175311,2144596283145671591,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,601,SA-D020-R01,SA-D020,R01,1573127167016578908,1566322114474067775,2803822180745729940,3932818510613345159,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,602,SA-D020-R02,SA-D020,R02,1573127167016578908,1566322114474067775,8032532356754507527,1344790790758454685,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,603,SA-D020-R03,SA-D020,R03,1573127167016578908,1566322114474067775,8941347724532460081,7893374360342690921,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,604,SA-D020-R04,SA-D020,R04,1573127167016578908,1566322114474067775,1330290542552087178,7340422895032927109,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,605,SA-D021-R00,SA-D021,R00,4952602039477435401,2589961949146555545,60126940685808195,7081588367593196565,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,606,SA-D021-R01,SA-D021,R01,4952602039477435401,2589961949146555545,2814835000996561476,6878722959651920442,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,607,SA-D021-R02,SA-D021,R02,4952602039477435401,2589961949146555545,749403901593829533,4002106830394681966,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,608,SA-D021-R03,SA-D021,R03,4952602039477435401,2589961949146555545,7525729434402108966,3673379284653765452,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,609,SA-D021-R04,SA-D021,R04,4952602039477435401,2589961949146555545,5962844612633490080,7725643542797582243,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,610,SA-D022-R00,SA-D022,R00,7255074993843547237,370647382123640018,2422048582574488719,8744242990100921493,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,611,SA-D022-R01,SA-D022,R01,7255074993843547237,370647382123640018,3195477503178680005,3285418973404420506,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,612,SA-D022-R02,SA-D022,R02,7255074993843547237,370647382123640018,9074897886281405758,1240745281158275051,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,613,SA-D022-R03,SA-D022,R03,7255074993843547237,370647382123640018,6098675141572929758,3387687296059006773,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,614,SA-D022-R04,SA-D022,R04,7255074993843547237,370647382123640018,1258785945581021913,159479031426472736,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,615,SA-D023-R00,SA-D023,R00,2654125456152706374,8676079755460361010,1495721527541810904,7782343949531861478,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,616,SA-D023-R01,SA-D023,R01,2654125456152706374,8676079755460361010,2073880472485261450,2581573462032402242,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,617,SA-D023-R02,SA-D023,R02,2654125456152706374,8676079755460361010,2538687611384204524,6253498712404190536,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,618,SA-D023-R03,SA-D023,R03,2654125456152706374,8676079755460361010,2768154555061491500,9002999470305921539,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,619,SA-D023-R04,SA-D023,R04,2654125456152706374,8676079755460361010,2128241904136525011,296355045853622674,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,620,SA-D024-R00,SA-D024,R00,8184490492559007544,2161254476531248235,4114822600213702309,8679154688489021982,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,621,SA-D024-R01,SA-D024,R01,8184490492559007544,2161254476531248235,3427677202841362452,4205803121441904021,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,622,SA-D024-R02,SA-D024,R02,8184490492559007544,2161254476531248235,6381890434404371093,6073845727096136203,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,623,SA-D024-R03,SA-D024,R03,8184490492559007544,2161254476531248235,3917094430566264850,3143657476877708418,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,624,SA-D024-R04,SA-D024,R04,8184490492559007544,2161254476531248235,7998885260357508098,6849640822717676703,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,625,SA-D025-R00,SA-D025,R00,3933270297451646728,5477296328423561519,7154013472412333902,5307996250112761995,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,626,SA-D025-R01,SA-D025,R01,3933270297451646728,5477296328423561519,2613812713798065611,8011555633961131000,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,627,SA-D025-R02,SA-D025,R02,3933270297451646728,5477296328423561519,5607626108982245287,1322728704065398142,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,628,SA-D025-R03,SA-D025,R03,3933270297451646728,5477296328423561519,5783132384707104034,8262443799288126522,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,629,SA-D025-R04,SA-D025,R04,3933270297451646728,5477296328423561519,6848412386882563309,3760060016702916606,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,630,SA-D026-R00,SA-D026,R00,7179569982080585724,8325988857576449541,155283573207029787,10817705130724453,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,631,SA-D026-R01,SA-D026,R01,7179569982080585724,8325988857576449541,365821098862700232,8272682947151061576,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,632,SA-D026-R02,SA-D026,R02,7179569982080585724,8325988857576449541,8065062931713545540,8848458973736833978,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,633,SA-D026-R03,SA-D026,R03,7179569982080585724,8325988857576449541,7551251353766052905,5644394479887808224,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,634,SA-D026-R04,SA-D026,R04,7179569982080585724,8325988857576449541,8558643599553889326,5674998682606946369,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,635,SA-D027-R00,SA-D027,R00,7515769014945576423,2547237142809218221,8680714939712660685,3160170931910210673,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,636,SA-D027-R01,SA-D027,R01,7515769014945576423,2547237142809218221,2584502313192529546,5657082817009596562,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,637,SA-D027-R02,SA-D027,R02,7515769014945576423,2547237142809218221,3676928183141690619,1665692522458357006,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,638,SA-D027-R03,SA-D027,R03,7515769014945576423,2547237142809218221,7680419576250316074,7897143140484844767,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,639,SA-D027-R04,SA-D027,R04,7515769014945576423,2547237142809218221,7061200030973626223,2754846607379808101,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,640,SA-D028-R00,SA-D028,R00,4151209280486855333,2187167235176911656,6075106924048934626,4103309859067764269,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,641,SA-D028-R01,SA-D028,R01,4151209280486855333,2187167235176911656,7121013264940900146,4525261663643728110,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,642,SA-D028-R02,SA-D028,R02,4151209280486855333,2187167235176911656,1334504118360305620,1539281147931551053,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,643,SA-D028-R03,SA-D028,R03,4151209280486855333,2187167235176911656,1990724423296156826,8671621009050697870,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,644,SA-D028-R04,SA-D028,R04,4151209280486855333,2187167235176911656,6649868691751798789,5527016582930011869,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,645,SA-D029-R00,SA-D029,R00,3305144606721413794,7874975135080433784,4388228725387347182,3543252283796168680,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
stage_a_discovery_v1,646,SA-D029-R01,SA-D029,R01,3305144606721413794,7874975135080433784,9162061996120023878,4235837732746944189,satnet.stage_a_seed_policy.v1,NOT_FROZEN,False
